,ID,CommentsTokenizedStemmed
167,1547,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
168,398,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
169,1190,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
170,3077,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
171,984,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
172,11,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
173,2875,"['lost', 'his', 'charger', 'and', 'want', 'to', 'know', 'where', 'he', 'can', 'anoth', 'asap', '.', 'i', 'suggest', 'local', 'store', '.']"
174,2912,"['want', 'to', 'add', 'anoth', 'phone', '.', 'contact', 'provis', '.']"
175,88,"['realli', 'want', 'the', 'new', 'phone', 'from', 'xvyx', 'which', 'has', 'the', 'pda', 'built', 'in', '.']"
176,797,"['doe', 'not', 'like', 'the', 'way', 'the', 'phone', 'work', '.', 'it', 'is', 'to', 'difficult', 'compar', 'to', 'his', 'last', 'phone', '.']"
177,1516,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
178,1,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
179,1004,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
180,2359,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
181,2924,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
182,336,"['cant', 'figur', 'out', 'how', 'to', 'check', 'his', 'vm', 'when', 'out', 'of', 'area', '.', 'i', 'refer', 'him', 'to', 'our', 'web', 'site', '.']"
183,707,"['he', 'want', 'credit', 'for', 'all', 'these', 'drop', 'call', '.', 'i', 'told', 'him', 'i', 'would', 'pass', 'him', 'onto', 'a', 'supervisor', '.', 'he', 'was', 'realli', 'rude', 'and', 'veri', 'upset', '.', 'said', 'he', 'could', 'not', 'use', 'us', 'for', 'busi', 'purpos', 'becaus', 'of', 'our', 'useless', 'servic', '.']"
184,1279,"['i', 'wish', 'the', 'handset', 'was', 'bigger', '.', 'it', 'is', 'uncomfort', 'use', 'the', 'handset', 'for', 'a', 'long', 'time', '.']"
185,3411,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
186,1865,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
187,2240,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'cstmer', 'care', '.']"
188,3152,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
189,2978,"['want', 'to', 'add', 'anoth', 'phone', '.', 'contact', 'provis', '.']"
190,2864,"['want', 'to', 'add', 'addit', 'line', 'for', 'famili', '.', 'need', 'more', 'info', 'on', 'rate', '.']"
191,572,"['i', 'expect', 'signific', 'better', 'technic', 'support', '.']"
192,3011,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
193,2150,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
194,1352,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
195,1619,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
196,1588,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
197,759,"['the', 'cleariti', 'of', 'the', 'call', 'was', 'bad', '.', 'way', 'too', 'much', 'static', 'on', 'the', 'handset', '.']"
198,591,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
199,2503,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
200,3015,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
201,2273,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
202,2326,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
203,1361,"['he', 'found', 'a', 'phone', 'and', 'want', 'to', 'know', 'what', 'to', 'do', 'with', 'it', '.', 'he', 'said', 'it', 'was', 'one', 'of', 'our', ',', 'but', 'that', 'the', 'batteri', 'was', 'dead', '.', 'ask', 'who', 'he', 'should', 'send', 'it', 'too', '.']"
204,1069,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
205,120,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
206,3739,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
207,2117,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
208,652,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
209,3677,"['ask', 'about', 'coverag', 'in', 'los', 'angel', 'and', 'new', 'york', '.', 'is', 'afraid', 'that', 'he', 'will', 'be', 'out', 'of', 'network', 'when', 'travel', '.']"
210,298,"['want', 'a', 'new', 'number', 'becaus', 'he', 'keep', 'on', 'get', 'call', 'for', 'a', 'mr.', 'napeleon', 'leroy', '.']"
211,2619,"['want', 'to', 'add', 'addit', 'line', 'and', 'phone', 'for', 'his', 'kid', '.', 'i', 'creat', 'the', 'ticket', ',', 'but', 'dont', 'kno', 'when', 'someon', 'will', 'get', 'back', 'to', 'him', '.', 'he', 'ask', 'if', 'i', 'could', 'get', 'back', 'to', 'him', '.']"
212,1934,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
213,2027,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
214,3387,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
215,3795,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
216,1492,"['want', 'to', 'chang', 'address', '.']"
217,530,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
218,598,"['realli', 'want', 'the', 'new', 'phone', 'from', 'xvyx', 'which', 'has', 'the', 'pda', 'built', 'in', '.']"
219,1584,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
220,845,"['transfer', 'to', 'manag', 'asap']"
221,3177,"['the', 'handset', 'recept', 'was', 'wors', 'than', 'abysm', '.']"
222,2347,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
223,2501,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
224,2064,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
225,1879,"['doe', 'not', 'like', 'the', 'way', 'the', 'phone', 'work', '.', 'it', 'is', 'to', 'difficult', 'compar', 'to', 'his', 'last', 'phone', '.']"
226,2061,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
227,2216,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
228,247,"['the', 'cleariti', 'of', 'the', 'call', 'was', 'bad', '.', 'way', 'too', 'much', 'static', 'on', 'the', 'handset', '.']"
229,1954,"['want', 'a', 'new', 'facepl', '.']"
230,1162,"['want', 'to', 'chang', 'address', '.']"
231,281,"['your', 'custom', 'handset', 'was', 'realli', 'bad', '.', 'i', 'had', 'to', 'wait', 'forev', 'to', 'get', 'help', '.']"
232,1127,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
233,2109,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
234,1806,"['she', 'want', 'a', 'new', 'phone', '.', 'has', 'tri', 'to', 'use', 'a', 'coupl', 'of', 'differ', 'model', ',', 'but', 'is', 'now', 'fed', 'up', '.', 'she', 'is', 'will', 'ing', 'to', 'pay', 'some', 'of', 'the', 'cost', ',', 'but', 'want', 'a', 'credit', 'on', 'her', 'bill', '.', 'she', 'said', 'her', 'friend', 'has', 'the', 'same', 'servic', 'and', 'a', 'differ', 'phone', 'that', 'work', 'great', '.', 'she', 'also', 'wa']"
235,2410,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
236,1943,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
237,2574,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
238,74,"['realli', 'want', 'the', 'new', 'phone', 'from', 'xvyx', 'which', 'has', 'the', 'pda', 'built', 'in', '.']"
239,1676,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
240,3012,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'cust-om', 'care', '.']"
241,2490,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
242,3467,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
243,1647,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
244,1151,"['lost', 'his', 'charger', 'and', 'want', 'to', 'know', 'where', 'he', 'can', 'anoth', 'asap', '.', 'i', 'suggest', 'local', 'store', '.']"
245,1398,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
246,2529,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
247,1737,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locatn', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
248,181,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
249,3527,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.', 'in', 'addit', 'think', 'he', 'phone', 'doe', 'not', 'work', 'well', '.']"
250,2306,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
251,1760,"['the', 'handset', 'realli', 'suck', '.', 'i', 'could', 'not', 'hear', 'anyth', 'near', 'my', 'hous', '.']"
252,3243,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
253,1292,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
254,1267,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
255,3379,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
256,351,"['he', 'call', 'and', 'said', 'someon', 'stole', 'his', 'phone', 'last', 'week', ',', 'but', 'he', 'did', 'not', 'notic', 'until', 'today', '.', 'he', 'doe', 'not', 'want', 'to', 'pay', 'for', 'ani', 'call', 'made', 'dure', 'the', 'last', 'week', '.', 'i', 'switch', 'him', 'to', 'the', 'supervisor', 'after', 'tell', 'him', 'our', 'polici', '.']"
257,169,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
258,2729,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
259,2436,"['lost', 'the', 'direct', 'to', 'phone', 'and', 'want', 'anoth', 'manual', '.', 'i', 'refer', 'him', 'to', 'web', 'site', '.']"
260,2658,"['the', 'signal', 'on', 'my', 'handset', 'was', 'alway', 'weak', '.', 'even', 'when', 'i', 'replac', 'the', 'batteri', '.']"
261,1274,"['he', 'claim', 'his', 'bill', 'alway', 'seem', 'to', 'have', 'call', 'he', 'did', 'not', 'make', '.']"
262,3348,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
263,1017,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
264,414,"['want', 'a', 'new', 'facepl', '.']"
265,2036,"['want', 'to', 'know', 'the', 'nearest', 'store', 'lctn', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
266,1625,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
267,737,"['is', 'it', 'possibl', 'that', 'the', 'handset', 'is', 'caus', 'brain', 'cancer', '.', 'i', 'heard', 'about', 'this', 'from', 'the', 'news', '.']"
268,2173,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
269,2932,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
270,1491,"['want', 'to', 'chang', 'address', '.']"
271,3363,"['lost', 'his', 'charger', 'and', 'want', 'to', 'know', 'where', 'he', 'can', 'anoth', 'asap', '.', 'i', 'suggest', 'local', 'store', '.']"
272,305,"['he', 'realli', 'think', 'the', 'recept', 'is', 'inadequ', 'everywher', 'but', 'on', 'the', 'highway', '.', 'want', 'to', 'know', 'when', 'this', 'will', 'be', 'fix', '?']"
273,2853,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
274,3382,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
275,2644,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
276,1159,"['claim', 'he', 'never', 'receiv', 'his', 'bill', '.', 'was', 'realli', 'unhappi', 'that', 'i', 'ask', 'him', 'for', 'his', 'cc', '.', 'want', 'me', 'to', 'turn', 'on', 'his', 'phone', '.', 'i', 'switch', 'him', 'ot', 'the', 'manag', '.']"
277,1118,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
278,1672,"['get', 'realli', 'bad', 'recept', 'with', 'his', 'handset', '.', 'hope', 'this', 'will', 'improv', 'in', 'the', 'near', 'futur', '.', 'want', 'to', 'know', 'if', 'this', 'would', 'improv', 'if', 'he', 'switch', 'to', '3g', '.']"
279,2558,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
280,1522,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
281,18,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
282,2301,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
283,1757,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
284,45,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
285,913,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
286,270,"['she', 'want', 'a', 'new', 'phone', '.', 'has', 'tri', 'to', 'use', 'a', 'coupl', 'of', 'differ', 'model', ',', 'but', 'is', 'now', 'fed', 'up', '.', 'she', 'is', 'will', 'ing', 'to', 'pay', 'some', 'of', 'the', 'cost', ',', 'but', 'want', 'a', 'credit', 'on', 'her', 'bill', '.', 'she', 'said', 'her', 'friend', 'has', 'the', 'same', 'servic', 'and', 'a', 'differ', 'phone', 'that', 'work', 'great', '.', 'she', 'also', 'wa']"
287,1409,"['handset', 'suck']"
288,2068,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
289,2570,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
290,2260,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
291,1171,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
292,3806,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
293,2029,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
294,1897,"['he', 'hate', 'the', 'phone', '.', 'claim', 'that', 'the', 'recept', 'is', 'horribl', 'in', 'mani', 'part', 'of', 'the', 'metropolitian', 'area', '.']"
295,3699,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
296,795,"['handset', 'suck']"
297,1281,"['i', 'had', 'a', 'terribl', 'time', 'with', 'the', 'handset', '.', 'it', 'realli', 'did', 'not', 'work', 'well', '.']"
298,1133,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
299,2756,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
300,1253,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
301,1311,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
